NM_CANDIDATO,SG_PARTIDO,DS_CARGO,DT_DESPESA,SG_UF,ST_TURNO,DT_PRESTACAO_CONTAS,NR_CNPJ_PRESTADOR_CONTA,DS_TIPO_FORNECEDOR,NM_FORNECEDOR,NM_FORNECEDOR_RFB,DS_ORIGEM_DESPESA,DS_DESPESA,VR_DESPESA_CONTRATADA,SQ_DESPESA,SQ_CANDIDATO
WAGNER SOUSA GOMES,UNIÃO,Governador,27/09/2022,CE,1,26/01/2023,47464527000130,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO,8000,51479968,60001608845
WAGNER SOUSA GOMES,UNIÃO,Governador,27/09/2022,CE,1,26/01/2023,47464527000130,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO,8000,51479972,60001608845
WAGNER SOUSA GOMES,UNIÃO,Governador,27/09/2022,CE,1,26/01/2023,47464527000130,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO,8000,51479898,60001608845
WAGNER SOUSA GOMES,UNIÃO,Governador,27/09/2022,CE,1,26/01/2023,47464527000130,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO,8000,51479971,60001608845
WAGNER SOUSA GOMES,UNIÃO,Governador,27/09/2022,CE,1,26/01/2023,47464527000130,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO,8000,51479868,60001608845
WAGNER SOUSA GOMES,UNIÃO,Governador,27/09/2022,CE,1,26/01/2023,47464527000130,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO,8000,51479899,60001608845
WAGNER SOUSA GOMES,UNIÃO,Governador,27/09/2022,CE,1,26/01/2023,47464527000130,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO,8000,51479838,60001608845
WAGNER SOUSA GOMES,UNIÃO,Governador,27/09/2022,CE,1,26/01/2023,47464527000130,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESA COM IMPULSIONAMENTO,8000,51479836,60001608845
IBANEIS ROCHA BARROS JÚNIOR,MDB,Governador,27/09/2022,DF,1,22/11/2022,47552720000123,Pessoa Jurídica,FACEBOOK BRASIL,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,SERV DE IMPULSIONAMENTO FACEBOOK,10000,50969674,70001651044
JOSÉ RENATO CASAGRANDE,PSB,Governador,27/09/2022,ES,2,19/11/2022,47552936000199,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO NA PLATAFORMA GOOGLE,20000,50832913,80001649123
JOSÉ RENATO CASAGRANDE,PSB,Governador,27/09/2022,ES,2,19/11/2022,47552936000199,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO NAS REDES SOCIAIS,30000,50834482,80001649123
VITOR HUGO DE ARAUJO ALMEIDA,PL,Governador,27/09/2022,GO,1,09/01/2023,47552026000106,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DO FACEBOOK NA CAMP CANDIDATO,30000,51426953,90001651833
EDIVALDO DE HOLANDA BRAGA JÚNIOR,PSD,Governador,27/09/2022,MA,1,06/06/2023,47423134000189,Pessoa Jurídica,DLOCAL B I PAGAMENTO S.A ( A SERVIÇO DE FACEBOOK SERVIÇOS ON LINE),DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDOS NAS REDES SOCIAIS,7000,51824579,100001604435
WEVERTON ROCHA MARQUES DE SOUSA,PDT,Governador,27/09/2022,MA,1,01/11/2022,47358424000196,Pessoa Jurídica,ADYEN BR LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,BOLETO IMPULSIONAMENTO FACEBOOK,10000,48980055,100001599612
LAHESIO RODRIGUES DO BONFIM,PSC,Governador,27/09/2022,MA,1,15/06/2023,47464785000117,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,SERVIÇO DE IMPULSIONAMENTO,20000,51842739,100001609046
LORENE FIGUEIREDO DE OLIVEIRA,PSOL,Governador,27/09/2022,MG,1,07/06/2023,47493848000163,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDOS,"3551,4",51830623,130001615084
VANESSA PORTUGAL BARBOSA,PSTU,Governador,27/09/2022,MG,1,01/11/2022,47548197000161,Pessoa Jurídica,DLOCAL A SERVICO DA FACEBOOK S ONLI,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO FACEBOOK,3000,49400648,130001644653
ROMEU ZEMA NETO,NOVO,Governador,27/09/2022,MG,1,07/11/2022,47573554000141,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA.,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO GOOGLE,"10118,95",50294598,130001701690
GISELLE MARQUES DE ARAÚJO,PT,Governador,27/09/2022,MS,1,01/11/2022,47552511000180,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO VIA FACEBOOK,30000,49461114,120001652149
GISELLE MARQUES DE ARAÚJO,PT,Governador,27/09/2022,MS,1,01/11/2022,47552511000180,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA.,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO VIA YOUTUBE,10000,49460807,120001652149
MARCIA APARECIDA KUHN  PINHEIRO,PV,Governador,27/09/2022,MT,1,16/03/2023,47573443000135,Pessoa Jurídica,GOOGLE INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO GOOGLE,80000,51630487,110001719846
PEDRO OLIVEIRA CUNHA LIMA,PSDB,Governador,27/09/2022,PB,2,18/11/2022,47517683000112,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDO,6000,50751852,150001621388
DANILO JORGE DE BARROS CABRAL,PSB,Governador,27/09/2022,PE,1,26/06/2023,47508804000160,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,GOOGLE INTERNET,10000,51864060,170001618087
DANILO JORGE DE BARROS CABRAL,PSB,Governador,27/09/2022,PE,1,26/06/2023,47508804000160,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,GOOGLE INTERNET,10000,51863717,170001618087
DANILO JORGE DE BARROS CABRAL,PSB,Governador,27/09/2022,PE,1,26/06/2023,47508804000160,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,GOOGLE INTERNET,10000,51864126,170001618087
RAQUEL TEIXEIRA LYRA LUCENA,PSDB,Governador,27/09/2022,PE,2,08/12/2022,47485852000180,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO VIA FACEBOOK,5000,51273033,170001604087
RAQUEL TEIXEIRA LYRA LUCENA,PSDB,Governador,27/09/2022,PE,2,08/12/2022,47485852000180,Pessoa Jurídica,GOOGLE INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO VIA GOOGLE,100000,51274148,170001604087
DIEGO GOMES MELO,PL,Governador,27/09/2022,PI,1,15/05/2023,47386564000178,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO REDE SOCIAL,4000,51769300,180001601250
RICARDO CRACHINESKI GOMYDE,PDT,Governador,27/09/2022,PR,1,01/11/2022,47518336000104,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO,5000,49773445,160001621842
RICARDO CRACHINESKI GOMYDE,PDT,Governador,27/09/2022,PR,1,01/11/2022,47518336000104,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO,5000,49773444,160001621842
FÁBIO BERCKMANS VERAS DANTAS,SOLIDARIEDADE,Governador,27/09/2022,RN,1,01/11/2022,47486730000108,Pessoa Jurídica,FACEBOOK,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,SERVIÇOS DE IMPULSIONAMENTO DE CONTEUDOS NO FACEBO,5000,49150618,200001613178
FÁBIO BERCKMANS VERAS DANTAS,SOLIDARIEDADE,Governador,27/09/2022,RN,1,01/11/2022,47486730000108,Pessoa Jurídica,FACEBOOK,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,DESPESAS DE CONTEUDOS DE IMPULSIONAMENTO NAS REDES,5000,49150607,200001613178
KARLO RODRIGO LUCIO VIEIRA,DC,Governador,27/09/2022,RN,1,14/03/2023,47571665000119,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO,1000,51623836,200001695666
MARCOS JOSÉ ROCHA DOS SANTOS,UNIÃO,Governador,27/09/2022,RO,2,18/11/2022,47463685000176,Pessoa Jurídica,GOOGLE INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,MIDIA COM GOOGLE,25000,50772832,220001609511
MARCOS JOSÉ ROCHA DOS SANTOS,UNIÃO,Governador,27/09/2022,RO,2,18/11/2022,47463685000176,Pessoa Jurídica,DLOCAL A SERVIÇO DE FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,MIDIA COM FACEBOOK,15000,50772668,220001609511
JOÃO EDEGAR PRETTO,PT,Governador,27/09/2022,RS,1,30/03/2023,47423222000180,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,7000,51665806,210001604469
CARLOS MOISES DA SILVA,REPUBLICANOS,Governador,27/09/2022,SC,1,19/06/2023,47471048000141,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,10000,51847339,240001610772
CARLOS EDUARDO DE SOUZA BRAGA,MDB,Governador,28/09/2022,AM,2,30/01/2023,47470044000149,Pessoa Jurídica,ADYEN BR LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO,7665,51503058,40001610345
AMAZONINO ARMANDO MENDES,CIDADANIA,Governador,28/09/2022,AM,1,27/10/2022,47546018000157,Pessoa Jurídica,DLOCAL A SERVIÇO DE FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO,25000,47769682,40001643027
CARLOS EDUARDO DE SOUZA BRAGA,MDB,Governador,28/09/2022,AM,2,30/01/2023,47470044000149,Pessoa Jurídica,ADYEN BR LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO,7665,51504097,40001610345
KELMON LUIS DA SILVA SOUZA,PTB,Presidente,28/09/2022,BR,1,31/10/2022,47832063000178,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,REVENDA ESPAÇO PUBLICITÁRIO.VR PARCIAL,"10558,52",48515499,280001734029
LUIZ INÁCIO LULA DA SILVA,PT,Presidente,28/09/2022,BR,2,26/11/2022,47453689000173,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DIGITAL FACEBOOK,80000,51059694,280001607829
LEONARDO PÉRICLES VIEIRA ROQUE,UP,Presidente,28/09/2022,BR,1,03/11/2022,47405589000171,Pessoa Jurídica,FACEBOOK PROCESSADO POR ADYEN,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO,1000,50175074,280001602702
LUIZ INÁCIO LULA DA SILVA,PT,Presidente,28/09/2022,BR,2,26/11/2022,47453689000173,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DIGITAL FACEBOOK,70000,51059228,280001607829
CLEMENTINA ARAÚJO BAGNO DA SILVA,PSOL,Governador,28/09/2022,DF,1,28/10/2022,47381054000108,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,500,48280956,70001601117
EDIVALDO DE HOLANDA BRAGA JÚNIOR,PSD,Governador,28/09/2022,MA,1,06/06/2023,47423134000189,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDOS NAS REDES SOCIAIS,10000,51824577,100001604435
EDIVALDO DE HOLANDA BRAGA JÚNIOR,PSD,Governador,28/09/2022,MA,1,06/06/2023,47423134000189,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDOS NAS REDES SOCIAIS,10000,51824578,100001604435
EDIVALDO DE HOLANDA BRAGA JÚNIOR,PSD,Governador,28/09/2022,MA,1,06/06/2023,47423134000189,Pessoa Jurídica,DLOCAL B I PAGAMENTO S.A ( A SERVIÇO DE FACEBOOK SERVIÇOS ON LINE),DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDOS NAS REDES SOCIAIS,7000,51825461,100001604435
LORENE FIGUEIREDO DE OLIVEIRA,PSOL,Governador,28/09/2022,MG,1,07/06/2023,47493848000163,Pessoa Jurídica,GOOGLE BRASIL INTERNET,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDOS,2000,51830845,130001615084
RENAN BARBOSA CONTAR,PRTB,Governador,28/09/2022,MS,2,02/12/2022,47573155000180,Pessoa Jurídica,ADYEN BR LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,15000,51176879,120001714229
RENAN BARBOSA CONTAR,PRTB,Governador,28/09/2022,MS,2,02/12/2022,47573155000180,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,CREDITOS PARA IMPULSIONAMENTO YOUTUBE,10000,51176988,120001714229
RENAN BARBOSA CONTAR,PRTB,Governador,28/09/2022,MS,2,02/12/2022,47573155000180,Pessoa Jurídica,ADYEN BR LTDA,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,15000,51176989,120001714229
MARCOS ROBERTO LESSA RITELA,PTB,Governador,28/09/2022,MT,1,07/12/2022,47579374000177,Pessoa Jurídica,FACEBOOK PROCESSADO POR ADYEN,ADYEN DO BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO,20000,51259918,110001722727
MARCOS ROBERTO LESSA RITELA,PTB,Governador,28/09/2022,MT,1,07/12/2022,47579374000177,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO,20000,51259911,110001722727
LEONARDO MARCONY PEREIRA MACEDO,SOLIDARIEDADE,Governador,28/09/2022,PA,1,01/11/2022,47578597000110,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO FACEBOOK,"1126,33",49586913,140001721685
VENEZIANO VITAL DO REGO SEGUNDO NETO,MDB,Governador,28/09/2022,PB,1,31/10/2022,47548081000122,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO REDES SOCIAIS,20000,48731629,150001643180
VENEZIANO VITAL DO REGO SEGUNDO NETO,MDB,Governador,28/09/2022,PB,1,31/10/2022,47548081000122,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO NO FACEBOOK,14000,48731788,150001643180
ANDERSON FERREIRA RODRIGUES,PL,Governador,28/09/2022,PE,1,24/02/2023,47405831000107,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA.,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPUSIONAMENTO DE CONTEUDO NA ELEIÇÃO,100000,51575179,170001602587
ROBERTO REQUIÃO DE MELLO E SILVA,PT,Governador,28/09/2022,PR,1,25/10/2022,47380323000111,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTOS,8000,47445313,160001600815
RODRIGO NEVES BARRETO,PDT,Governador,28/09/2022,RJ,1,27/04/2023,47492872000188,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO,15000,51725936,190001614665
RODRIGO NEVES BARRETO,PDT,Governador,28/09/2022,RJ,1,27/04/2023,47492872000188,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO,15000,51726128,190001614665
JOÃO EDEGAR PRETTO,PT,Governador,28/09/2022,RS,1,30/03/2023,47423222000180,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,"1020,76",51666434,210001604469
EDUARDO FIGUEIREDO CAVALHEIRO LEITE,PSDB,Governador,28/09/2022,RS,2,09/12/2022,47463739000101,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,20000,51280423,210001609847
EDUARDO FIGUEIREDO CAVALHEIRO LEITE,PSDB,Governador,28/09/2022,RS,2,09/12/2022,47463739000101,Pessoa Jurídica,PREMIER COMERCIO E SERVICOS LTDA,PREMIER COMERCIO E SERVICOS LTDA,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO GOOGLE,50000,51280687,210001609847
VICENTE JOAQUIM BOGO,PSB,Governador,28/09/2022,RS,1,01/11/2022,47423101000139,Pessoa Jurídica,DLOCAL A SERVIÇO DE FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,FACEBOK,2000,49426182,210001604536
ODAIR TRAMONTIN,NOVO,Governador,28/09/2022,SC,1,25/10/2022,47441193000180,Pessoa Jurídica,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA.,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO,3000,47482726,240001605909
RUI SOARES PALMEIRA,PSD,Governador,29/09/2022,AL,1,01/11/2022,47551730000144,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO NAS REDES SOCIAIS,5000,49965771,20001651898
GIANFRANCO GUSMÃO DE AZEVEDO,PSTU,Governador,29/09/2022,AP,1,27/10/2022,47470823000144,Pessoa Jurídica,DLOCAL A SERVIÇO DE FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDO EM REDE SOCIAL,115,47823358,30001610045
AUDIFAX CHARLES PIMENTEL BARCELOS,REDE,Governador,29/09/2022,ES,1,01/12/2022,47574559000199,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,8165,51153206,80001713735
VINICIUS CASSIO CORREA DE SOUSA,PSTU,Governador,29/09/2022,ES,1,01/02/2023,47463967000173,Pessoa Jurídica,DLOCAL A SERVIÇO DE FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDO,3223,51512157,80001609415
VINICIUS CASSIO CORREA DE SOUSA,PSTU,Governador,29/09/2022,ES,1,01/02/2023,47463967000173,Pessoa Jurídica,DLOCAL A SERVIÇO DE FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEUDO,100,51512151,80001609415
AUDIFAX CHARLES PIMENTEL BARCELOS,REDE,Governador,29/09/2022,ES,1,01/12/2022,47574559000199,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,1835,51153169,80001713735
CARLOS HUMBERTO MANNATO,PL,Governador,29/09/2022,ES,2,18/11/2022,47579213000183,Pessoa Jurídica,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,10000,50737593,80001721262
CINTIA APARECIDA DIAS,PSOL,Governador,29/09/2022,GO,1,07/07/2023,47574580000194,Pessoa Jurídica,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO FACEBOOK,775,51905144,90001674691
EDIVALDO DE HOLANDA BRAGA JÚNIOR,PSD,Governador,29/09/2022,MA,1,06/06/2023,47423134000189,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDOS NAS REDES SOCIAIS,10000,51824580,100001604435
EDIVALDO DE HOLANDA BRAGA JÚNIOR,PSD,Governador,29/09/2022,MA,1,06/06/2023,47423134000189,Pessoa Jurídica,DLOCAL B I PAGAMENTO S.A ( A SERVIÇO DE FACEBOOK SERVIÇOS ON LINE),DLOCAL BRASIL INSTITUICAO DE PAGAMENTO S.A.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDOS NAS REDES SOCIAIS,7000,51825443,100001604435
EDIVALDO DE HOLANDA BRAGA JÚNIOR,PSD,Governador,29/09/2022,MA,1,06/06/2023,47423134000189,Pessoa Jurídica,GOOGLE BRASIL INTERNET LTDA,GOOGLE BRASIL INTERNET LTDA.,Despesa com Impulsionamento de Conteúdos,IMPULSIONAMENTO DE CONTEÚDOS NAS REDES SOCIAIS,10000,51825466,100001604435
